iter	Logloss
113	0.3718293224
114	0.3705125398
115	0.3687392312
116	0.3671029671
117	0.3651804752
118	0.3640323107
119	0.3622203763
120	0.3607822146
121	0.3596932154
122	0.3581627279
123	0.3571788802
124	0.3559892643
125	0.3548075266
126	0.3536399383
127	0.3525599909
128	0.3511363209
129	0.3502611815
130	0.3488608497
131	0.3475785608
132	0.3457961639
133	0.3447471334
134	0.3434472419
135	0.3418434027
136	0.3404086644
137	0.3395278148
138	0.3383430871
139	0.3376102383
140	0.3363418162
141	0.3348915941
142	0.3338891211
143	0.3326509134
144	0.3312504224
145	0.3300109617
146	0.3285653034
147	0.3278110918
148	0.326582722
149	0.3252024345
150	0.3250021723
151	0.3240081664
152	0.322587149
153	0.3215650537
154	0.3207528473
155	0.3198310793
156	0.3187743026
157	0.3179297337
158	0.3172967885
159	0.3160104542
160	0.3148041729
161	0.3138264019
162	0.3129693556
163	0.3118734882
164	0.3106951886
165	0.3098626601
166	0.3088235667
167	0.3081096745
168	0.3072984015
169	0.3062345537
170	0.3052113052
171	0.304023371
172	0.303040256
173	0.3023644578
174	0.3015097941
175	0.3008689242
176	0.2995507607
177	0.2983106118
178	0.2972699947
179	0.2961114451
180	0.2950355583
181	0.2941386135
182	0.2933730736
183	0.2928020619
184	0.2921134188
185	0.2912193275
186	0.2900627945
187	0.2891893986
188	0.2883420307
189	0.2878466737
190	0.287232752
191	0.2862258947
192	0.2853309284
193	0.2844944229
194	0.2836469228
195	0.2826947217
196	0.2818061017
197	0.280573326
198	0.2792764098
199	0.2781624245
200	0.2772686063
201	0.2762081779
202	0.2753831477
203	0.2745665881
204	0.273780059
205	0.2728533963
206	0.2721045383
207	0.2712833714
208	0.2706238724
209	0.2697033428
210	0.2687606989
211	0.268115933
212	0.2671954716
213	0.266553705
214	0.265652772
215	0.2653848738
216	0.2648606504
217	0.2644160368
218	0.2636476795
219	0.2626523623
220	0.2617329557
221	0.2615061206
222	0.2611925205
223	0.2604456385
224	0.2597099369
225	0.2590142799
226	0.2584267395
227	0.2575477802
228	0.2568212176
229	0.2559611068
230	0.2552549897
231	0.2546236884
232	0.2541334957
233	0.2532538301
234	0.2526016982
235	0.2519667068
236	0.2512979594
237	0.2506577695
238	0.2503154668
239	0.2495675478
240	0.2490511153
241	0.2487680032
242	0.2480469123
243	0.247421828
244	0.2467724512
245	0.246154419
246	0.2455400273
247	0.2446396253
248	0.2440282651
249	0.2434365821
250	0.2428352382
251	0.2422248441
252	0.2415852798
253	0.2410775843
254	0.2405885618
255	0.2401890493
256	0.2396559649
257	0.2389813001
258	0.2384342375
259	0.2381531205
260	0.2375631764
261	0.2371751525
262	0.2365744799
263	0.2361758772
264	0.2358545483
265	0.2354323789
266	0.2350200963
267	0.2343939427
268	0.2339517876
269	0.2334612963
270	0.2331085173
271	0.232562603
272	0.2320190823
273	0.2315162749
274	0.2310429464
275	0.2304032561
276	0.2296147748
277	0.2291102374
278	0.2285831756
279	0.2279999119
280	0.2274250044
281	0.2270165479
282	0.2265422325
283	0.2261635938
284	0.2254270709
285	0.224847608
286	0.224477323
287	0.2236880016
288	0.2232905106
289	0.2228284989
290	0.2223468632
291	0.2219759738
292	0.2213149283
293	0.220828535
294	0.2202073369
295	0.2198467418
296	0.2193276032
297	0.2187256928
298	0.2179845481
299	0.217528335
300	0.2170560796
301	0.2166712784
302	0.2162425955
303	0.2157362166
304	0.2150646291
305	0.2148496545
306	0.2145267921
307	0.2142439592
308	0.2139502828
309	0.2136317064
310	0.2133412692
311	0.2129406377
312	0.2126009883
313	0.2121526717
314	0.2117577327
315	0.2112593253
316	0.210697884
317	0.2102061866
318	0.2097079509
319	0.2090274174
320	0.208694824
321	0.2082217111
322	0.2079282452
323	0.2073378888
324	0.2068332512
325	0.2063969841
326	0.2059308604
327	0.2055450695
328	0.2052703275
329	0.2048716128
330	0.2044181931
331	0.2041573055
332	0.2038260298
333	0.2033727842
334	0.2028700727
335	0.2025489156
336	0.2022243365
337	0.2018917392
338	0.201356842
339	0.2008379733
340	0.2003933696
341	0.200150501
342	0.1998112523
343	0.1994736437
344	0.1990517358
345	0.1988109525
346	0.198513823
347	0.1981578856
348	0.1976603815
349	0.1973274443
350	0.1969919509
351	0.1965396067
352	0.1961158087
353	0.1954717911
354	0.1948798005
355	0.1942789069
356	0.1940397771
357	0.1937750793
358	0.193403641
359	0.1930741498
360	0.1927961412
361	0.1925852652
362	0.1923929751
363	0.1918556242
364	0.1914548989
365	0.1911102786
366	0.1907691222
367	0.1905752682
368	0.189983205
369	0.1897594468
370	0.1895302052
371	0.1891453824
372	0.1888033037
373	0.1885347833
374	0.1884024702
375	0.1880162752
376	0.1876661565
377	0.1871800788
378	0.1869306142
379	0.186701727
380	0.1863480614
381	0.1858870711
382	0.1856197645
383	0.1855302818
384	0.185329722
385	0.1851117395
386	0.1846622496
387	0.1843057928
388	0.1840183848
389	0.1836028541
390	0.1833559183
391	0.1831757445
392	0.1827302836
393	0.1825499679
394	0.1823401877
395	0.1820413397
396	0.1817743455
397	0.1812972932
398	0.1808197296
399	0.1804659483
400	0.1802343284
401	0.1798981592
402	0.1795020568
403	0.1792163996
404	0.178992469
405	0.1785194606
406	0.1783381528
407	0.177910649
408	0.1777407443
409	0.1776258553
410	0.1772777487
411	0.1770736843
412	0.1767658007
413	0.1764117094
414	0.1760654869
415	0.1758034002
416	0.1756217282
417	0.1752271556
418	0.1747768061
419	0.1744361011
420	0.1742209201
421	0.1740625111
422	0.173693716
423	0.1735650019
424	0.1731123437
425	0.1729539821
426	0.1726614201
427	0.1724294607
428	0.1719328643
429	0.1715299981
430	0.1712834632
431	0.1709475564
432	0.1706418749
433	0.1704014014
434	0.1699636594
435	0.1697614318
436	0.1693562071
437	0.1690203985
438	0.1686622632
439	0.1682829783
440	0.1680265986
441	0.1677463914
442	0.1674046162
443	0.1670353105
444	0.1666169725
445	0.166286653
446	0.1660388754
447	0.165826651
448	0.1655535064
449	0.1651575179
450	0.1648818174
451	0.1644776015
452	0.1640312836
453	0.1636458904
454	0.1635223505
455	0.1633976824
456	0.1632302505
457	0.162932655
458	0.1625843069
459	0.1622923168
460	0.1620833001
461	0.1618142155
462	0.1617936077
463	0.1615236739
464	0.1612874401
465	0.1609953848
466	0.1607570836
467	0.1604448261
468	0.1602993077
469	0.1601185378
470	0.1597693256
471	0.1593153328
472	0.1591920825
473	0.1588464978
474	0.1587030422
475	0.1583422705
476	0.1581629544
477	0.1579086277
478	0.1575740855
479	0.1574351046
480	0.1572771639
481	0.157099121
482	0.1567795342
483	0.1565031338
484	0.1563099057
485	0.1560143035
486	0.1558305784
487	0.1553601781
488	0.1551486532
489	0.1549503515
490	0.1544491838
491	0.1540563877
492	0.1536965161
493	0.1534684506
494	0.1531167778
495	0.152797493
496	0.152661615
497	0.1522336498
498	0.1518094027
499	0.1516212707
500	0.1514645222
501	0.1512522761
502	0.1508156246
503	0.1506408986
504	0.1503720942
505	0.1501341208
506	0.1499154759
507	0.1497252407
508	0.1495995014
509	0.1493641556
510	0.1489823485
511	0.1487969926
512	0.1485523976
513	0.1483460302
514	0.1482112248
515	0.1480696672
516	0.1479296169
517	0.1478015552
518	0.1475521801
519	0.1472998187
520	0.1469983538
521	0.1466543332
522	0.146372565
523	0.146264245
524	0.1459313648
525	0.1456054826
526	0.1455166954
527	0.1452702833
528	0.1449836998
529	0.1448587987
530	0.1445315905
531	0.1442102293
532	0.1440642498
533	0.1437974128
534	0.1435966121
535	0.1434370878
536	0.1432157955
537	0.1428558624
538	0.1425533389
539	0.1423120828
540	0.1418959338
541	0.1415593076
542	0.1412534159
543	0.1409408256
544	0.1407061753
545	0.1403524767
546	0.1401539473
547	0.1398577267
548	0.1396550936
549	0.1394479248
550	0.1392988686
551	0.1391238764
552	0.1390483165
553	0.138783367
554	0.1385093743
555	0.138420348
556	0.1382871701
557	0.1380914354
558	0.1377925341
559	0.1375795985
560	0.1373392762
561	0.1370352725
562	0.1368139966
563	0.1364665145
564	0.1363118454
565	0.136093272
566	0.1359746953
567	0.1358860523
568	0.1357483997
569	0.135645739
570	0.1353728689
571	0.1349651848
572	0.1347202423
573	0.1346179305
574	0.1343723652
575	0.1342006628
576	0.134029942
577	0.1337034147
578	0.1333902286
579	0.1330966936
580	0.1328828397
581	0.1326142845
582	0.1322789328
583	0.1321429824
584	0.1318540329
585	0.1316457557
586	0.1313445556
587	0.1312711733
588	0.1309697404
589	0.1307169926
590	0.1304233938
591	0.1302425336
592	0.129974253
593	0.1298341632
594	0.1296111982
595	0.129473872
596	0.1293319617
597	0.129087176
598	0.1290029864
599	0.1288341946
600	0.1288229373
601	0.1286160647
602	0.1285426007
603	0.1283848391
604	0.1281660228
605	0.127855606
606	0.1275605112
607	0.127296245
608	0.127068807
609	0.1270296324
610	0.1267947527
611	0.1266308202
612	0.1264456027
613	0.1264009254
614	0.1261579433
615	0.1259126463
616	0.1256443707
617	0.1254294286
618	0.1252462742
619	0.1250182139
620	0.1247561823
621	0.1245786248
622	0.1244626134
623	0.1242971772
624	0.1241359418
625	0.1239798302
626	0.123775933
627	0.1236104302
628	0.1234073256
629	0.1233833362
630	0.1231460567
631	0.122949082
632	0.1227513305
633	0.1226315408
634	0.1223676003
635	0.122291807
636	0.1221836608
637	0.1219821896
638	0.1217963083
639	0.1215953724
640	0.121485898
641	0.1212786
642	0.1211141776
643	0.1210098049
644	0.1208403269
645	0.1206358568
646	0.1204423672
647	0.1202658009
648	0.1201163059
649	0.1200111524
650	0.1198046372
651	0.1195135752
652	0.1193236015
653	0.1190546829
654	0.1188331946
655	0.1187755426
656	0.1185228514
657	0.1183835723
658	0.1181815889
659	0.1179160336
660	0.1177624903
661	0.1176489195
662	0.1174359941
663	0.1172358374
664	0.1171453283
665	0.116971695
666	0.1168436698
667	0.1166746202
668	0.1165508586
669	0.1164485285
670	0.1161955964
671	0.1161005196
672	0.1158708629
673	0.1157331267
674	0.1155589878
675	0.1154026765
676	0.1153124041
677	0.1151855809
678	0.1151215319
679	0.1149881416
680	0.114819823
681	0.1147269677
682	0.1145235602
683	0.1143095331
684	0.1141502176
685	0.1139325539
686	0.1137370337
687	0.1135506544
688	0.1133436045
689	0.1130728227
690	0.1129415801
691	0.1127395131
692	0.1126061637
693	0.1124844174
694	0.1124148602
695	0.1122451784
696	0.1121516802
697	0.1119727543
698	0.1117293909
699	0.111504159
700	0.1112908874
701	0.1111197455
702	0.1109490617
703	0.1107929566
704	0.1105465915
705	0.1104762018
706	0.1103227691
707	0.1101800509
708	0.1100047417
709	0.1098436114
710	0.1097434359
711	0.1094829375
712	0.1092862543
713	0.1090746697
714	0.1089697707
715	0.1088292139
716	0.1086016698
717	0.1084414009
718	0.1082608778
719	0.1080922518
720	0.1079815289
721	0.1078517473
722	0.1076786635
723	0.1075365414
724	0.1073361194
725	0.1071754805
726	0.1070201161
727	0.1068348752
728	0.1066163007
729	0.1064092734
730	0.1063071765
731	0.1062122242
732	0.1061219977
733	0.1059986267
734	0.1059103285
735	0.1057635199
736	0.1056294284
737	0.1054926865
738	0.1052908221
739	0.1050701855
740	0.1049159793
741	0.1048161482
742	0.104759119
743	0.1045659105
744	0.1044126827
745	0.1043261927
746	0.1040936358
747	0.103890093
748	0.1038298523
749	0.1036109326
750	0.1035151459
751	0.1034477316
752	0.103231397
753	0.1031069267
754	0.102919154
755	0.102709336
756	0.1024767346
757	0.1023594535
758	0.1023574049
759	0.102252385
760	0.1021144801
761	0.1019707435
762	0.1018061895
763	0.1016905748
764	0.1015263795
765	0.1013238706
766	0.1011797838
767	0.1010892456
768	0.1009670432
769	0.1007355564
770	0.1005128908
771	0.100368245
772	0.1001672203
773	0.09997742204
774	0.09979787515
775	0.09972206918
776	0.09964991638
777	0.09952255124
778	0.0994462199
779	0.09941255212
780	0.09927473901
781	0.09917895526
782	0.09894197955
783	0.09882394657
784	0.09880680445
785	0.09878717992
786	0.09866459827
787	0.09866245354
788	0.09848056589
789	0.09837644065
790	0.0982481188
791	0.09818365496
792	0.09811699821
793	0.09790949526
794	0.09785134297
795	0.09769171687
796	0.09749968355
797	0.09736371285
798	0.09725181638
799	0.09712892284
800	0.0969003992
801	0.09672895081
802	0.09665881776
803	0.09655632516
804	0.09649557003
805	0.09634338127
806	0.09623944875
807	0.09608406792
808	0.09588281316
809	0.09575537275
810	0.09560828841
811	0.0955190888
812	0.09535335968
813	0.0951753458
814	0.09498782189
815	0.0948039973
816	0.09470269704
817	0.09456615291
818	0.09443366962
819	0.09422686664
820	0.09413896722
821	0.09395164713
822	0.09381185608
823	0.09362787576
824	0.09348097731
825	0.09340983915
826	0.09335331003
827	0.09323009161
828	0.09309199185
829	0.09303289577
830	0.0929730262
831	0.092805342
832	0.09267035063
833	0.09252618885
834	0.09240918038
835	0.09225048874
836	0.09216091744
837	0.09203259805
838	0.09192421319
839	0.09184417563
840	0.09164532322
841	0.0915089159
842	0.09143486538
843	0.0913423682
844	0.09124696494
845	0.09106554981
846	0.09095372874
847	0.09080335048
848	0.09067399832
849	0.09053458251
850	0.09039472138
851	0.0903506018
852	0.09016942198
853	0.08998697727
854	0.08995115106
855	0.08985716216
856	0.08968222775
857	0.08962148257
858	0.08948984287
859	0.08940966494
860	0.08920809308
861	0.08898573029
862	0.08895589047
863	0.08886566717
864	0.08871878454
865	0.08864016449
866	0.08861263873
867	0.08841515778
868	0.08831385569
869	0.08828047701
870	0.0881424266
871	0.08803070512
872	0.08788703634
873	0.08777314769
874	0.08772622249
875	0.08763124762
876	0.08755798106
877	0.0874149263
878	0.08732574593
879	0.08725386687
880	0.08717862722
881	0.08697502998
882	0.08684291296
883	0.08670453326
884	0.08655954349
885	0.08648681872
886	0.08634145161
887	0.08624940926
888	0.08611426559
889	0.08598532901
890	0.08584759909
891	0.08567452735
892	0.08556207234
893	0.08550859901
894	0.08541911113
895	0.08532617419
896	0.08515762857
897	0.08498215875
898	0.08484700135
899	0.08482558005
900	0.08467777447
901	0.0846142091
902	0.08448308806
903	0.08430541372
904	0.08421635834
905	0.08409658723
906	0.08391527552
907	0.08372033706
908	0.08363903113
909	0.08350624113
910	0.08346729455
911	0.08337439273
912	0.08327487679
913	0.08318729884
914	0.0831126024
915	0.08302004589
916	0.08288117986
917	0.08275855286
918	0.08261427282
919	0.08249962242
920	0.0823131504
921	0.08222720606
922	0.08213380143
923	0.08198177675
924	0.08190290193
925	0.08173889621
926	0.08168726222
927	0.08157898448
928	0.08153444797
929	0.08139861205
930	0.08130254853
931	0.0812035375
932	0.08109301252
933	0.08097729127
934	0.08093627292
935	0.0808576301
936	0.0808420845
937	0.08073235572
938	0.08057864175
939	0.08047798982
940	0.08045733898
941	0.08034550839
942	0.0802558048
943	0.0801811448
944	0.08007988918
945	0.08002045554
946	0.07993418794
947	0.07983011826
948	0.079707134
949	0.07961886969
950	0.0795139524
951	0.07940433897
952	0.07927025151
953	0.07922403194
954	0.0791332036
955	0.0790197194
956	0.07887717269
957	0.07874929555
958	0.07864505378
959	0.0784915123
960	0.07844070539
961	0.07833112728
962	0.07818619256
963	0.07810783523
964	0.07796285305
965	0.07784993346
966	0.0778158247
967	0.07778349239
968	0.07766520019
969	0.07751672401
970	0.07747274395
971	0.07731836907
972	0.0772819333
973	0.07721357688
974	0.07709592694
975	0.07703320482
976	0.0769135995
977	0.0768269552
978	0.07671399329
979	0.07656022309
980	0.07650286126
981	0.07642958853
982	0.07635545566
983	0.07625067047
984	0.07613575369
985	0.07600775055
986	0.07590131752
987	0.07585009515
988	0.07579340214
989	0.07565364777
990	0.07553793654
991	0.07543651449
992	0.07530454197
993	0.0751766799
994	0.07515278007
995	0.07502073484
996	0.07494518353
997	0.07489840898
998	0.07476452872
999	0.07463641442
